CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,MES_REFERENCIA,QT_FAMILIAS_POBREZA_FAIXA_PBF,QT_FAMILIAS_ATE_MEIO_SM,QT_FAMILIAS_ACIMA_MEIO_SM
410200,ASSIS CHATEAUBRIAND,PR,08/2026,1379,3017,4299
410210,ASTORGA,PR,08/2026,778,1814,1927
410220,ATALAIA,PR,08/2026,211,377,648
410230,BALSA NOVA,PR,08/2026,856,1399,1387
410240,BANDEIRANTES,PR,08/2026,1107,2746,2899
410250,BARBOSA FERRAZ,PR,08/2026,797,1424,1207
410260,BARRACÃO,PR,08/2026,623,1091,1103
410270,BARRA DO JACARÉ,PR,08/2026,181,306,353
410275,BELA VISTA DA CAROBA,PR,08/2026,201,369,378
410280,BELA VISTA DO PARAÍSO,PR,08/2026,716,1395,1386
410290,BITURUNA,PR,08/2026,1241,2290,1895
410300,BOA ESPERANÇA,PR,08/2026,281,483,405
410302,BOA ESPERANÇA DO IGUAÇU,PR,08/2026,75,166,225
410304,BOA VENTURA DE SÃO ROQUE,PR,08/2026,723,1146,668
410305,BOA VISTA DA APARECIDA,PR,08/2026,817,1216,999
410310,BOCAIÚVA DO SUL,PR,08/2026,1553,2342,1410
410315,BOM JESUS DO SUL,PR,08/2026,203,409,503
410320,BOM SUCESSO,PR,08/2026,167,513,591
410322,BOM SUCESSO DO SUL,PR,08/2026,96,219,421
410330,BORRAZÓPOLIS,PR,08/2026,412,776,850
410335,BRAGANEY,PR,08/2026,206,529,512
410337,BRASILÂNDIA DO SUL,PR,08/2026,193,442,483
410340,CAFEARA,PR,08/2026,99,238,246
410345,CAFELÂNDIA,PR,08/2026,770,1674,2206
410347,CAFEZAL DO SUL,PR,08/2026,139,443,531
410350,CALIFÓRNIA,PR,08/2026,579,982,889
410360,CAMBARÁ,PR,08/2026,1370,2545,2229
410370,CAMBÉ,PR,08/2026,4885,8394,9699
410380,CAMBIRA,PR,08/2026,379,970,1099
410390,CAMPINA DA LAGOA,PR,08/2026,1115,1880,1772
410395,CAMPINA DO SIMÃO,PR,08/2026,315,643,454
410400,CAMPINA GRANDE DO SUL,PR,08/2026,3497,5389,3996
410405,CAMPO BONITO,PR,08/2026,272,469,483
410410,CAMPO DO TENENTE,PR,08/2026,1099,1499,717
410420,CAMPO LARGO,PR,08/2026,5929,10218,8309
410425,CAMPO MAGRO,PR,08/2026,1900,3126,2472
410430,CAMPO MOURÃO,PR,08/2026,5056,8951,9013
410440,CÂNDIDO DE ABREU,PR,08/2026,1658,2275,1067
410442,CANDÓI,PR,08/2026,690,1926,1516
410445,CANTAGALO,PR,08/2026,286,1267,1525
410450,CAPANEMA,PR,08/2026,780,1328,1554
410460,CAPITÃO LEÔNIDAS MARQUES,PR,08/2026,1287,1897,1940
410465,CARAMBEÍ,PR,08/2026,1023,1978,1851
410470,CARLÓPOLIS,PR,08/2026,770,1893,1455
410480,CASCAVEL,PR,08/2026,10025,22545,30486
410490,CASTRO,PR,08/2026,4806,7793,6312
410500,CATANDUVAS,PR,08/2026,302,849,1242
410510,CENTENÁRIO DO SUL,PR,08/2026,606,1158,1135
410520,CERRO AZUL,PR,08/2026,2051,3022,1026
410530,CÉU AZUL,PR,08/2026,138,459,1318
410540,CHOPINZINHO,PR,08/2026,1115,1769,1523
410550,CIANORTE,PR,08/2026,1884,4458,5510
410560,CIDADE GAÚCHA,PR,08/2026,278,765,754
410570,CLEVELÂNDIA,PR,08/2026,497,1623,1864
410580,COLOMBO,PR,08/2026,12091,21419,16148
410590,COLORADO,PR,08/2026,311,991,1207
410600,CONGONHINHAS,PR,08/2026,950,1473,1042
410610,CONSELHEIRO MAIRINCK,PR,08/2026,219,423,373
410620,CONTENDA,PR,08/2026,1247,2184,1553
410630,CORBÉLIA,PR,08/2026,239,1148,1870
410640,CORNÉLIO PROCÓPIO,PR,08/2026,1541,3119,3112
410645,CORONEL DOMINGOS SOARES,PR,08/2026,611,1020,734
410650,CORONEL VIVIDA,PR,08/2026,848,1635,1899
410655,CORUMBATAÍ DO SUL,PR,08/2026,212,445,578
410657,CRUZEIRO DO IGUAÇU,PR,08/2026,208,370,394
410660,CRUZEIRO DO OESTE,PR,08/2026,754,1705,2619
410670,CRUZEIRO DO SUL,PR,08/2026,192,397,651
410680,CRUZ MACHADO,PR,08/2026,1080,1905,1325
410685,CRUZMALTINA,PR,08/2026,186,347,318
410690,CURITIBA,PR,08/2026,53620,99634,97817
410700,CURIÚVA,PR,08/2026,1357,1975,1267
410710,DIAMANTE DO NORTE,PR,08/2026,278,471,579
410712,DIAMANTE DO SUL,PR,08/2026,374,565,611
410715,DIAMANTE DOESTE,PR,08/2026,308,557,575
410720,DOIS VIZINHOS,PR,08/2026,615,2286,2747
410725,DOURADINA,PR,08/2026,258,587,781
410730,DOUTOR CAMARGO,PR,08/2026,233,516,754
410740,ENÉAS MARQUES,PR,08/2026,354,566,415
410750,ENGENHEIRO BELTRÃO,PR,08/2026,673,1306,1132
410752,ESPERANÇA NOVA,PR,08/2026,91,159,326
410753,ENTRE RIOS DO OESTE,PR,08/2026,81,217,273
410754,ESPIGÃO ALTO DO IGUAÇU,PR,08/2026,717,964,650
410755,FAROL,PR,08/2026,202,321,290
410760,FAXINAL,PR,08/2026,1327,2374,1784
410765,FAZENDA RIO GRANDE,PR,08/2026,10551,17413,12380
410770,FÊNIX,PR,08/2026,383,615,619
410773,FERNANDES PINHEIRO,PR,08/2026,708,981,595
410775,FIGUEIRA,PR,08/2026,1220,1515,692
410780,FLORAÍ,PR,08/2026,179,326,293
410785,FLOR DA SERRA DO SUL,PR,08/2026,247,478,621
410790,FLORESTA,PR,08/2026,707,1381,786
410800,FLORESTÓPOLIS,PR,08/2026,1641,2120,1674
410810,FLÓRIDA,PR,08/2026,134,258,279
410820,FORMOSA DO OESTE,PR,08/2026,182,474,906
410830,FOZ DO IGUAÇU,PR,08/2026,20047,31981,26730
410832,FRANCISCO ALVES,PR,08/2026,439,745,697
410840,FRANCISCO BELTRÃO,PR,08/2026,1622,4394,7288
410845,FOZ DO JORDÃO,PR,08/2026,602,907,579
410850,GENERAL CARNEIRO,PR,08/2026,888,1653,1026
410855,GODOY MOREIRA,PR,08/2026,221,417,479
410860,GOIOERÊ,PR,08/2026,2370,3423,2727
410865,GOIOXIM,PR,08/2026,594,1115,580
410870,GRANDES RIOS,PR,08/2026,465,784,584
410880,GUAÍRA,PR,08/2026,895,3019,3672
410890,GUAIRAÇÁ,PR,08/2026,453,813,581
410895,GUAMIRANGA,PR,08/2026,421,819,451
410900,GUAPIRAMA,PR,08/2026,226,538,696
410910,GUAPOREMA,PR,08/2026,119,210,255
410920,GUARACI,PR,08/2026,395,577,577
410930,GUARANIAÇU,PR,08/2026,246,1032,1222
410940,GUARAPUAVA,PR,08/2026,11448,19092,15211
410950,GUARAQUEÇABA,PR,08/2026,1295,1809,684
410960,GUARATUBA,PR,08/2026,4124,7128,5312
410965,HONÓRIO SERPA,PR,08/2026,313,616,720
410970,IBAITI,PR,08/2026,1080,2665,3265
410975,IBEMA,PR,08/2026,268,829,1021
410980,IBIPORÃ,PR,08/2026,3051,5107,5250
410990,ICARAÍMA,PR,08/2026,746,1087,1051
411000,IGUARAÇU,PR,08/2026,207,424,420
411005,IGUATU,PR,08/2026,166,297,426
411007,IMBAÚ,PR,08/2026,821,1601,1198
411010,IMBITUVA,PR,08/2026,1515,3211,3359
411020,INÁCIO MARTINS,PR,08/2026,1355,1939,961
411030,INAJÁ,PR,08/2026,231,418,473
411040,INDIANÓPOLIS,PR,08/2026,191,417,642
411050,IPIRANGA,PR,08/2026,557,1495,1110
411060,IPORÃ,PR,08/2026,568,1361,1772
411065,IRACEMA DO OESTE,PR,08/2026,99,224,332
411070,IRATI,PR,08/2026,3933,5967,4415
411080,IRETAMA,PR,08/2026,683,1303,1415
411090,ITAGUAJÉ,PR,08/2026,192,433,509
411095,ITAIPULÂNDIA,PR,08/2026,321,1062,1951
411100,ITAMBARACÁ,PR,08/2026,369,728,725
411110,ITAMBÉ,PR,08/2026,113,320,668
411120,ITAPEJARA DOESTE,PR,08/2026,296,829,1319
411125,ITAPERUÇU,PR,08/2026,3386,4898,2356
411130,ITAÚNA DO SUL,PR,08/2026,212,404,522
411140,IVAÍ,PR,08/2026,897,1738,994
411150,IVAIPORÃ,PR,08/2026,713,2472,3415
411155,IVATÉ,PR,08/2026,395,628,747
411160,IVATUBA,PR,08/2026,50,206,418
411170,JABOTI,PR,08/2026,440,689,487
411180,JACAREZINHO,PR,08/2026,2737,4120,2663
411190,JAGUAPITÃ,PR,08/2026,764,1427,1371
411200,JAGUARIAÍVA,PR,08/2026,1945,3627,2743
411210,JANDAIA DO SUL,PR,08/2026,1092,1860,2190
411220,JANIÓPOLIS,PR,08/2026,304,582,688
411230,JAPIRA,PR,08/2026,206,542,480
411240,JAPURÁ,PR,08/2026,420,806,811
411250,JARDIM ALEGRE,PR,08/2026,626,1365,1352
411260,JARDIM OLINDA,PR,08/2026,70,175,236
411270,JATAIZINHO,PR,08/2026,994,1581,1223
411275,JESUÍTAS,PR,08/2026,608,989,1137
411280,JOAQUIM TÁVORA,PR,08/2026,550,995,990
411290,JUNDIAÍ DO SUL,PR,08/2026,272,474,535
411295,JURANDA,PR,08/2026,435,830,778
411300,JUSSARA,PR,08/2026,333,600,620
411310,KALORÉ,PR,08/2026,398,620,625
411320,LAPA,PR,08/2026,2436,4087,3531
411325,LARANJAL,PR,08/2026,909,1326,700
411330,LARANJEIRAS DO SUL,PR,08/2026,1084,2418,1705
411340,LEÓPOLIS,PR,08/2026,234,440,533
411342,LIDIANÓPOLIS,PR,08/2026,259,499,836
411345,LINDOESTE,PR,08/2026,634,895,767
411350,LOANDA,PR,08/2026,476,1544,2163
411360,LOBATO,PR,08/2026,220,401,370
411370,LONDRINA,PR,08/2026,26180,41389,34904
411373,LUIZIANA,PR,08/2026,881,1313,535
411375,LUNARDELLI,PR,08/2026,245,532,693
411380,LUPIONÓPOLIS,PR,08/2026,451,662,763
411390,MALLET,PR,08/2026,682,1020,736
411400,MAMBORÊ,PR,08/2026,881,1523,1373
411410,MANDAGUAÇU,PR,08/2026,1024,2196,2194
411420,MANDAGUARI,PR,08/2026,502,1673,3362
411430,MANDIRITUBA,PR,08/2026,2023,3229,2435
411435,MANFRINÓPOLIS,PR,08/2026,72,211,338
411440,MANGUEIRINHA,PR,08/2026,888,2002,1919
411450,MANOEL RIBAS,PR,08/2026,1155,1827,1239
411460,MARECHAL CÂNDIDO RONDON,PR,08/2026,872,2357,3548
411470,MARIA HELENA,PR,08/2026,543,772,609
411480,MARIALVA,PR,08/2026,1401,3271,4130
411490,MARILÂNDIA DO SUL,PR,08/2026,705,1202,849
411500,MARILENA,PR,08/2026,427,832,801
411510,MARILUZ,PR,08/2026,807,1551,1269
411520,MARINGÁ,PR,08/2026,12637,20960,30489
411530,MARIÓPOLIS,PR,08/2026,212,511,623
411535,MARIPÁ,PR,08/2026,31,249,427
411540,MARMELEIRO,PR,08/2026,1066,1659,1607
411545,MARQUINHO,PR,08/2026,509,753,360
411550,MARUMBI,PR,08/2026,356,550,425
411560,MATELÂNDIA,PR,08/2026,161,770,1273
411570,MATINHOS,PR,08/2026,2864,5559,4890
411573,MATO RICO,PR,08/2026,366,572,407
411575,MAUÁ DA SERRA,PR,08/2026,875,1539,1138
411580,MEDIANEIRA,PR,08/2026,1037,2553,3339
411585,MERCEDES,PR,08/2026,57,216,509
411590,MIRADOR,PR,08/2026,158,273,299
411600,MIRASELVA,PR,08/2026,72,146,239
411605,MISSAL,PR,08/2026,554,958,1067
411610,MOREIRA SALES,PR,08/2026,1445,1867,1694
411620,MORRETES,PR,08/2026,1440,2354,1389
411630,MUNHOZ DE MELO,PR,08/2026,330,527,574
411640,NOSSA SENHORA DAS GRAÇAS,PR,08/2026,45,194,359
411650,NOVA ALIANÇA DO IVAÍ,PR,08/2026,37,86,124
411660,NOVA AMÉRICA DA COLINA,PR,08/2026,332,531,450
411670,NOVA AURORA,PR,08/2026,479,841,1074
411680,NOVA CANTU,PR,08/2026,561,922,859
411690,NOVA ESPERANÇA,PR,08/2026,1471,2672,2292
411695,NOVA ESPERANÇA DO SUDOESTE,PR,08/2026,181,381,483
411700,NOVA FÁTIMA,PR,08/2026,414,909,1075
411705,NOVA LARANJEIRAS,PR,08/2026,1835,2538,1165
411710,NOVA LONDRINA,PR,08/2026,814,1405,1333
411720,NOVA OLÍMPIA,PR,08/2026,210,483,558
411721,NOVA SANTA BÁRBARA,PR,08/2026,299,640,530
411722,NOVA SANTA ROSA,PR,08/2026,236,532,1025
411725,NOVA PRATA DO IGUAÇU,PR,08/2026,351,800,1075
411727,NOVA TEBAS,PR,08/2026,317,957,916
411729,NOVO ITACOLOMI,PR,08/2026,176,349,465
411730,ORTIGUEIRA,PR,08/2026,2061,4012,3089
411740,OURIZONA,PR,08/2026,67,202,300
411745,OURO VERDE DO OESTE,PR,08/2026,245,563,574
411750,PAIÇANDU,PR,08/2026,1811,4092,4679
411760,PALMAS,PR,08/2026,2671,5508,4931
411770,PALMEIRA,PR,08/2026,1157,2387,1587
411780,PALMITAL,PR,08/2026,1134,2117,1448
411790,PALOTINA,PR,08/2026,975,1951,2378
411800,PARAÍSO DO NORTE,PR,08/2026,370,833,843
411810,PARANACITY,PR,08/2026,531,902,943
411820,PARANAGUÁ,PR,08/2026,11634,16538,8616
411830,PARANAPOEMA,PR,08/2026,132,273,264
411840,PARANAVAÍ,PR,08/2026,4286,7772,8354
411845,PATO BRAGADO,PR,08/2026,147,380,613
411850,PATO BRANCO,PR,08/2026,1735,4853,6164
411860,PAULA FREITAS,PR,08/2026,330,538,439
411870,PAULO FRONTIN,PR,08/2026,343,554,352
411880,PEABIRU,PR,08/2026,934,1508,1448
411885,PEROBAL,PR,08/2026,277,627,851
411890,PÉROLA,PR,08/2026,412,1131,1274
411900,PÉROLA DOESTE,PR,08/2026,106,428,788
411910,PIÊN,PR,08/2026,489,888,718
411915,PINHAIS,PR,08/2026,7077,12112,10880
411920,PINHALÃO,PR,08/2026,697,1040,716
411925,PINHAL DE SÃO BENTO,PR,08/2026,189,363,358
411930,PINHÃO,PR,08/2026,2755,4901,2390
411940,PIRAÍ DO SUL,PR,08/2026,1367,2605,1796
411950,PIRAQUARA,PR,08/2026,9477,14646,8738
411960,PITANGA,PR,08/2026,2312,4168,3114
411965,PITANGUEIRAS,PR,08/2026,207,344,348
411970,PLANALTINA DO PARANÁ,PR,08/2026,344,669,595
411980,PLANALTO,PR,08/2026,506,1105,1224
411990,PONTA GROSSA,PR,08/2026,16165,29286,25612
411995,PONTAL DO PARANÁ,PR,08/2026,2547,4627,3678
412000,PORECATU,PR,08/2026,875,1238,1237
412010,PORTO AMAZONAS,PR,08/2026,161,368,544
412015,PORTO BARREIRO,PR,08/2026,194,363,238
412020,PORTO RICO,PR,08/2026,135,317,342
412030,PORTO VITÓRIA,PR,08/2026,322,496,382
412033,PRADO FERREIRA,PR,08/2026,247,478,514
412035,PRANCHITA,PR,08/2026,214,442,504
412040,PRESIDENTE CASTELO BRANCO,PR,08/2026,218,396,485
412050,PRIMEIRO DE MAIO,PR,08/2026,375,890,1074
412060,PRUDENTÓPOLIS,PR,08/2026,2234,5080,3643
412065,QUARTO CENTENÁRIO,PR,08/2026,189,382,443
412070,QUATIGUÁ,PR,08/2026,553,900,837
412080,QUATRO BARRAS,PR,08/2026,1388,2164,1679
412085,QUATRO PONTES,PR,08/2026,26,113,297
412090,QUEDAS DO IGUAÇU,PR,08/2026,2477,4425,3948
412100,QUERÊNCIA DO NORTE,PR,08/2026,453,1300,1458
412110,QUINTA DO SOL,PR,08/2026,295,538,657
412120,QUITANDINHA,PR,08/2026,946,1895,1383
412125,RAMILÂNDIA,PR,08/2026,170,429,656
412130,RANCHO ALEGRE,PR,08/2026,240,459,557
412135,RANCHO ALEGRE DOESTE,PR,08/2026,129,247,333
412140,REALEZA,PR,08/2026,516,1379,1714
412150,REBOUÇAS,PR,08/2026,1597,2400,1495
412160,RENASCENÇA,PR,08/2026,67,350,960
412170,RESERVA,PR,08/2026,2337,4022,2240
412175,RESERVA DO IGUAÇU,PR,08/2026,404,971,807
412180,RIBEIRÃO CLARO,PR,08/2026,426,1025,1058
412190,RIBEIRÃO DO PINHAL,PR,08/2026,885,1744,1679
412200,RIO AZUL,PR,08/2026,310,1046,1153
412210,RIO BOM,PR,08/2026,203,361,433
412215,RIO BONITO DO IGUAÇU,PR,08/2026,1142,2314,2554
412217,RIO BRANCO DO IVAÍ,PR,08/2026,709,922,511
412220,RIO BRANCO DO SUL,PR,08/2026,2264,4379,3424
412230,RIO NEGRO,PR,08/2026,868,1837,1648
412240,ROLÂNDIA,PR,08/2026,2492,4965,5670
412250,RONCADOR,PR,08/2026,353,1056,977
412260,RONDON,PR,08/2026,433,805,921
412265,ROSÁRIO DO IVAÍ,PR,08/2026,495,803,654
412270,SABÁUDIA,PR,08/2026,412,711,749
412280,SALGADO FILHO,PR,08/2026,99,253,304
412290,SALTO DO ITARARÉ,PR,08/2026,436,732,430
412300,SALTO DO LONTRA,PR,08/2026,743,1311,1060
412310,SANTA AMÉLIA,PR,08/2026,121,324,349
412320,SANTA CECÍLIA DO PAVÃO,PR,08/2026,193,416,466
412330,SANTA CRUZ DE MONTE CASTELO,PR,08/2026,545,1031,1080
412340,SANTA FÉ,PR,08/2026,196,733,1143
412350,SANTA HELENA,PR,08/2026,622,1603,2338
412360,SANTA INÊS,PR,08/2026,110,187,189
412370,SANTA ISABEL DO IVAÍ,PR,08/2026,237,701,1253
412380,SANTA IZABEL DO OESTE,PR,08/2026,257,895,928
412382,SANTA LÚCIA,PR,08/2026,190,323,386
412385,SANTA MARIA DO OESTE,PR,08/2026,1050,1823,1080
412390,SANTA MARIANA,PR,08/2026,683,1409,1591
412395,SANTA MÔNICA,PR,08/2026,272,465,458
412400,SANTANA DO ITARARÉ,PR,08/2026,411,704,575
412402,SANTA TEREZA DO OESTE,PR,08/2026,587,1385,1687
412405,SANTA TEREZINHA DE ITAIPU,PR,08/2026,1115,2188,2560
412410,SANTO ANTÔNIO DA PLATINA,PR,08/2026,2583,4811,4036
412420,SANTO ANTÔNIO DO CAIUÁ,PR,08/2026,102,257,380
412430,SANTO ANTÔNIO DO PARAÍSO,PR,08/2026,129,226,277
412440,SANTO ANTÔNIO DO SUDOESTE,PR,08/2026,837,1895,1722
412450,SANTO INÁCIO,PR,08/2026,74,236,348
412460,SÃO CARLOS DO IVAÍ,PR,08/2026,437,727,709
412470,SÃO JERÔNIMO DA SERRA,PR,08/2026,1017,1648,895
412480,SÃO JOÃO,PR,08/2026,282,836,1224
412490,SÃO JOÃO DO CAIUÁ,PR,08/2026,431,793,697
412500,SÃO JOÃO DO IVAÍ,PR,08/2026,782,1369,1444
412510,SÃO JOÃO DO TRIUNFO,PR,08/2026,475,1301,1020
412520,SÃO JORGE DOESTE,PR,08/2026,205,619,1098
412530,SÃO JORGE DO IVAÍ,PR,08/2026,114,381,536
412535,SÃO JORGE DO PATROCÍNIO,PR,08/2026,163,456,764
412540,SÃO JOSÉ DA BOA VISTA,PR,08/2026,271,628,608
412545,SÃO JOSÉ DAS PALMEIRAS,PR,08/2026,217,435,545
412550,SÃO JOSÉ DOS PINHAIS,PR,08/2026,15409,26943,24350
412555,SÃO MANOEL DO PARANÁ,PR,08/2026,63,145,330
412560,SÃO MATEUS DO SUL,PR,08/2026,838,3468,3801
412570,SÃO MIGUEL DO IGUAÇU,PR,08/2026,1407,2858,3437
412575,SÃO PEDRO DO IGUAÇU,PR,08/2026,501,801,570
412580,SÃO PEDRO DO IVAÍ,PR,08/2026,600,955,1078
412590,SÃO PEDRO DO PARANÁ,PR,08/2026,89,192,331
412600,SÃO SEBASTIÃO DA AMOREIRA,PR,08/2026,744,1240,877
412610,SÃO TOMÉ,PR,08/2026,242,448,540
412620,SAPOPEMA,PR,08/2026,647,1001,761
412625,SARANDI,PR,08/2026,2930,7150,9496
412627,SAUDADE DO IGUAÇU,PR,08/2026,341,642,734
412630,SENGÉS,PR,08/2026,757,1670,1470
412635,SERRANÓPOLIS DO IGUAÇU,PR,08/2026,123,321,459
412640,SERTANEJA,PR,08/2026,200,494,712
412650,SERTANÓPOLIS,PR,08/2026,649,1299,1081
412660,SIQUEIRA CAMPOS,PR,08/2026,942,1903,2014
412665,SULINA,PR,08/2026,121,280,262
412667,TAMARANA,PR,08/2026,731,1206,978
412670,TAMBOARA,PR,08/2026,141,424,609
412680,TAPEJARA,PR,08/2026,725,1357,1547
412690,TAPIRA,PR,08/2026,259,596,695
412700,TEIXEIRA SOARES,PR,08/2026,848,1271,742
412710,TELÊMACO BORBA,PR,08/2026,1713,3677,2797
412720,TERRA BOA,PR,08/2026,395,1046,769
412730,TERRA RICA,PR,08/2026,1054,1774,1520
412740,TERRA ROXA,PR,08/2026,590,1394,1675
412750,TIBAGI,PR,08/2026,1723,2774,2060
412760,TIJUCAS DO SUL,PR,08/2026,1737,2630,1556
412770,TOLEDO,PR,08/2026,3047,7376,11048
412780,TOMAZINA,PR,08/2026,471,791,873
412785,TRÊS BARRAS DO PARANÁ,PR,08/2026,665,1386,1274
412788,TUNAS DO PARANÁ,PR,08/2026,674,1093,582
412790,TUNEIRAS DO OESTE,PR,08/2026,377,793,879
412795,TUPÃSSI,PR,08/2026,267,585,789
412796,TURVO,PR,08/2026,872,1734,1227
412800,UBIRATÃ,PR,08/2026,1567,2730,2793
412810,UMUARAMA,PR,08/2026,4494,8778,10691
412820,UNIÃO DA VITÓRIA,PR,08/2026,1998,4050,3503
412830,UNIFLOR,PR,08/2026,134,249,255
412840,URAÍ,PR,08/2026,655,1070,997
412850,WENCESLAU BRAZ,PR,08/2026,1595,2346,1676
412853,VENTANIA,PR,08/2026,768,1206,729
412855,VERA CRUZ DO OESTE,PR,08/2026,221,678,1116
412860,VERÊ,PR,08/2026,149,411,578
412862,ALTO PARAÍSO,PR,08/2026,243,423,380
412863,DOUTOR ULYSSES,PR,08/2026,680,1101,487
412865,VIRMOND,PR,08/2026,142,405,462
412870,VITORINO,PR,08/2026,448,780,709
412880,XAMBRÊ,PR,08/2026,436,722,879
330010,ANGRA DOS REIS,RJ,08/2026,18417,24984,13389
330015,APERIBÉ,RJ,08/2026,1090,1564,1151
330020,ARARUAMA,RJ,08/2026,17304,23172,12577
330022,AREAL,RJ,08/2026,737,1370,1222
330023,ARMAÇÃO DOS BÚZIOS,RJ,08/2026,3946,6010,3767
330025,ARRAIAL DO CABO,RJ,08/2026,3995,5708,4006
330030,BARRA DO PIRAÍ,RJ,08/2026,6494,9559,6212
330040,BARRA MANSA,RJ,08/2026,12149,17034,10816
330045,BELFORD ROXO,RJ,08/2026,76439,95603,40295
330050,BOM JARDIM,RJ,08/2026,2393,3391,1968
330060,BOM JESUS DO ITABAPOANA,RJ,08/2026,2395,4450,4479
330070,CABO FRIO,RJ,08/2026,23312,33874,19172
330080,CACHOEIRAS DE MACACU,RJ,08/2026,7051,9725,4936
330090,CAMBUCI,RJ,08/2026,1829,2433,1525
330093,CARAPEBUS,RJ,08/2026,1771,2308,1662
330095,COMENDADOR LEVY GASPARIAN,RJ,08/2026,673,1087,834
330100,CAMPOS DOS GOYTACAZES,RJ,08/2026,52717,69603,24444
330110,CANTAGALO,RJ,08/2026,1769,2426,1277
330115,CARDOSO MOREIRA,RJ,08/2026,1362,2016,1556
330120,CARMO,RJ,08/2026,2009,2657,1709
330130,CASIMIRO DE ABREU,RJ,08/2026,4136,6187,3614
330140,CONCEIÇÃO DE MACABU,RJ,08/2026,2922,3742,1960
330150,CORDEIRO,RJ,08/2026,1505,2365,1690
330160,DUAS BARRAS,RJ,08/2026,1142,1619,832
330170,DUQUE DE CAXIAS,RJ,08/2026,114266,147579,68280
330180,ENGENHEIRO PAULO DE FRONTIN,RJ,08/2026,1457,1915,1061
330185,GUAPIMIRIM,RJ,08/2026,8779,11027,5637
330187,IGUABA GRANDE,RJ,08/2026,3602,5284,3964
330190,ITABORAÍ,RJ,08/2026,33774,43847,21656
330200,ITAGUAÍ,RJ,08/2026,17064,21326,9764
330205,ITALVA,RJ,08/2026,1153,1665,1118
330210,ITAOCARA,RJ,08/2026,1944,2915,2043
330220,ITAPERUNA,RJ,08/2026,7018,11160,9257
330225,ITATIAIA,RJ,08/2026,2725,4028,2825
330227,JAPERI,RJ,08/2026,17031,20657,8043
330230,LAJE DO MURIAÉ,RJ,08/2026,967,1307,1160
330240,MACAÉ,RJ,08/2026,23296,31963,14893
330245,MACUCO,RJ,08/2026,602,1113,1189
330250,MAGÉ,RJ,08/2026,35925,47387,21704
330260,MANGARATIBA,RJ,08/2026,5798,7428,3765
330270,MARICÁ,RJ,08/2026,18347,31376,31564
330280,MENDES,RJ,08/2026,1804,2517,1895
330285,MESQUITA,RJ,08/2026,23812,29809,13448
330290,MIGUEL PEREIRA,RJ,08/2026,2909,3892,2171
330300,MIRACEMA,RJ,08/2026,3593,4579,2827
330310,NATIVIDADE,RJ,08/2026,1527,2116,1546
330320,NILÓPOLIS,RJ,08/2026,12517,16248,9116
330330,NITERÓI,RJ,08/2026,46761,58552,28010
330340,NOVA FRIBURGO,RJ,08/2026,10251,15759,9901
330350,NOVA IGUAÇU,RJ,08/2026,141776,169468,68263
330360,PARACAMBI,RJ,08/2026,5738,7323,4190
330370,PARAÍBA DO SUL,RJ,08/2026,3376,5342,3432
330380,PARATY,RJ,08/2026,6169,7927,3914
330385,PATY DO ALFERES,RJ,08/2026,3085,4626,2347
330390,PETRÓPOLIS,RJ,08/2026,22825,32659,21530
330395,PINHEIRAL,RJ,08/2026,2529,3436,2201
330400,PIRAÍ,RJ,08/2026,2505,3530,1849
330410,PORCIÚNCULA,RJ,08/2026,2448,3104,1865
330411,PORTO REAL,RJ,08/2026,1670,2406,1563
330412,QUATIS,RJ,08/2026,1227,1679,905
330414,QUEIMADOS,RJ,08/2026,20328,26044,11227
330415,QUISSAMÃ,RJ,08/2026,2293,3367,2331
330420,RESENDE,RJ,08/2026,6556,10882,8405
330430,RIO BONITO,RJ,08/2026,8743,10907,5448
330440,RIO CLARO,RJ,08/2026,1970,2593,1891
330450,RIO DAS FLORES,RJ,08/2026,937,1371,817
330452,RIO DAS OSTRAS,RJ,08/2026,14329,20180,10601
330455,RIO DE JANEIRO,RJ,08/2026,593090,776733,347431
330460,SANTA MARIA MADALENA,RJ,08/2026,716,1112,598
330470,SANTO ANTÔNIO DE PÁDUA,RJ,08/2026,3528,5346,4698
330475,SÃO FRANCISCO DE ITABAPOANA,RJ,08/2026,8105,10430,4550
330480,SÃO FIDÉLIS,RJ,08/2026,3834,5392,2227
330490,SÃO GONÇALO,RJ,08/2026,86842,113072,62522
330500,SÃO JOÃO DA BARRA,RJ,08/2026,6531,8609,4865
330510,SÃO JOÃO DE MERITI,RJ,08/2026,47043,60222,27149
330513,SÃO JOSÉ DE UBÁ,RJ,08/2026,767,1176,778
330515,SÃO JOSÉ DO VALE DO RIO PRETO,RJ,08/2026,1256,2366,1398
330520,SÃO PEDRO DA ALDEIA,RJ,08/2026,10883,15240,7894
330530,SÃO SEBASTIÃO DO ALTO,RJ,08/2026,839,1201,985
330540,SAPUCAIA,RJ,08/2026,1802,2697,1882
330550,SAQUAREMA,RJ,08/2026,12190,18562,14174
330555,SEROPÉDICA,RJ,08/2026,18085,21370,8343
330560,SILVA JARDIM,RJ,08/2026,2621,3725,2094
330570,SUMIDOURO,RJ,08/2026,2179,2967,1196
330575,TANGUÁ,RJ,08/2026,4709,6057,2807
330580,TERESÓPOLIS,RJ,08/2026,16014,23937,13322
330590,TRAJANO DE MORAES,RJ,08/2026,785,1255,636
